Time,Thickness
142.0,3.0833374854313335e-05
143.0,3.0833374854313335e-05
144.0,3.0833374854313335e-05
145.0,3.0833374854313335e-05
146.0,4.625006249876614e-05
147.0,4.625006249876614e-05
148.0,4.625006249876614e-05
149.0,4.625006249876614e-05
150.0,3.0833374854313335e-05
151.0,4.625006249876614e-05
152.0,3.0833374854313335e-05
153.0,3.0833374854313335e-05
154.0,3.0833374854313335e-05
155.0,3.0833374854313335e-05
156.0,1.5416687354724597e-05
157.0,1.5416687354724597e-05
158.0,1.5416687354724597e-05
159.0,3.0833374854313335e-05
160.0,4.625006249876614e-05
161.0,3.0833374854313335e-05
162.0,1.5416687354724597e-05
163.0,3.0833374854313335e-05
164.0,4.625006249876614e-05
165.0,1.5416687354724597e-05
166.0,1.5416687354724597e-05
167.0,3.0833374854313335e-05
168.0,3.0833374854313335e-05
169.0,1.5416687354724597e-05
170.0,1.5416687354724597e-05
171.0,4.625006249876614e-05
172.0,3.0833374854313335e-05
173.0,3.0833374854313335e-05
174.0,4.625006249876614e-05
175.0,4.625006249876614e-05
176.0,4.625006249876614e-05
177.0,3.0833374854313335e-05
178.0,4.625006249876614e-05
179.0,4.625006249876614e-05
180.0,3.0833374854313335e-05
181.0,3.0833374854313335e-05
182.0,1.5416687354724597e-05
183.0,3.0833374854313335e-05
184.0,6.166675028808294e-05
185.0,3.0833374854313335e-05
186.0,4.625006249876614e-05
187.0,6.166675028808294e-05
188.0,6.166675028808294e-05
189.0,4.625006249876614e-05
190.0,0.00010791681503799933
191.0,6.166675028808294e-05
192.0,3.0833374854313335e-05
193.0,4.625006249876614e-05
194.0,4.625006249876614e-05
195.0,3.0833374854313335e-05
196.0,4.625006249876614e-05
197.0,4.625006249876614e-05
198.0,4.625006249876614e-05
199.0,3.0833374854313335e-05
200.0,3.0833374854313335e-05
201.0,3.0833374854313335e-05
202.0,1.5416687354724597e-05
203.0,1.5416687354724597e-05
204.0,1.5416687354724597e-05
205.0,0.0
206.0,1.5416687354724597e-05
207.0,3.0833374854313335e-05
208.0,1.5416687354724597e-05
209.0,3.0833374854313335e-05
210.0,3.0833374854313335e-05
211.0,3.0833374854313335e-05
212.0,3.0833374854313335e-05
213.0,3.0833374854313335e-05
214.0,1.5416687354724597e-05
215.0,1.5416687354724597e-05
216.0,4.625006249876614e-05
217.0,4.625006249876614e-05
218.0,4.625006249876614e-05
219.0,6.166675028808294e-05
220.0,4.625006249876614e-05
221.0,6.166675028808294e-05
222.0,7.708343822226373e-05
223.0,6.166675028808294e-05
224.0,4.625006249876614e-05
225.0,4.625006249876614e-05
226.0,4.625006249876614e-05
227.0,4.625006249876614e-05
228.0,4.625006249876614e-05
229.0,4.625006249876614e-05
230.0,4.625006249876614e-05
231.0,4.625006249876614e-05
232.0,4.625006249876614e-05
233.0,4.625006249876614e-05
234.0,3.0833374854313335e-05
235.0,4.625006249876614e-05
236.0,4.625006249876614e-05
237.0,3.0833374854313335e-05
238.0,1.5416687354724597e-05
239.0,1.5416687354724597e-05
240.0,1.5416687354724597e-05
241.0,3.0833374854313335e-05
242.0,4.625006249876614e-05
243.0,0.00021528304052326506
244.0,6.166675028808294e-05
245.0,7.708343822226373e-05
246.0,6.166675028808294e-05
247.0,4.625006249876614e-05
248.0,4.625006249876614e-05
249.0,4.625006249876614e-05
250.0,7.708343822226373e-05
251.0,6.166675028808294e-05
252.0,6.166675028808294e-05
253.0,7.708343822226373e-05
254.0,7.708343822226373e-05
255.0,9.250012630130836e-05
256.0,7.708343822226373e-05
257.0,7.708343822226373e-05
258.0,7.708343822226373e-05
259.0,7.708343822226373e-05
260.0,7.708343822226373e-05
261.0,7.708343822226373e-05
262.0,6.166675028808294e-05
263.0,6.166675028808294e-05
264.0,7.708343822226373e-05
265.0,7.708343822226373e-05
266.0,6.166675028808294e-05
267.0,6.166675028808294e-05
268.0,7.708343822226373e-05
269.0,4.625006249876614e-05
270.0,6.166675028808294e-05
271.0,6.166675028808294e-05
272.0,6.166675028808294e-05
273.0,4.625006249876614e-05
274.0,7.708343822226373e-05
275.0,4.625006249876614e-05
276.0,4.625006249876614e-05
277.0,4.625006249876614e-05
278.0,4.625006249876614e-05
279.0,3.0833374854313335e-05
280.0,3.0833374854313335e-05
281.0,4.625006249876614e-05
282.0,3.0833374854313335e-05
283.0,3.0833374854313335e-05
284.0,4.625006249876614e-05
285.0,4.625006249876614e-05
286.0,0.00018444966220256884
287.0,4.625006249876614e-05
288.0,4.625006249876614e-05
289.0,6.166675028808294e-05
290.0,6.166675028808294e-05
291.0,4.625006249876614e-05
292.0,6.166675028808294e-05
293.0,7.708343822226373e-05
294.0,9.250012630130836e-05
295.0,7.708343822226373e-05
296.0,9.250012630130836e-05
297.0,7.708343822226373e-05
298.0,7.708343822226373e-05
299.0,9.250012630130836e-05
300.0,9.250012630130836e-05
301.0,9.250012630130836e-05
302.0,9.250012630130836e-05
303.0,9.250012630130836e-05
304.0,9.250012630130836e-05
305.0,9.250012630130836e-05
306.0,7.708343822226373e-05
307.0,9.250012630130836e-05
308.0,9.250012630130836e-05
309.0,0.00010791681503799933
310.0,0.00010791681503799933
311.0,9.250012630130836e-05
312.0,9.250012630130836e-05
313.0,7.708343822226373e-05
314.0,9.250012630130836e-05
315.0,9.250012630130836e-05
316.0,0.00010791681503799933
317.0,0.00010791681503799933
318.0,0.00010791681503799933
319.0,7.708343822226373e-05
320.0,7.708343822226373e-05
321.0,7.708343822226373e-05
322.0,7.708343822226373e-05
323.0,0.00010791681503799933
324.0,9.250012630130836e-05
325.0,9.250012630130836e-05
326.0,9.250012630130836e-05
327.0,9.250012630130836e-05
328.0,9.250012630130836e-05
329.0,0.00010791681503799933
330.0,9.250012630130836e-05
331.0,0.00010791681503799933
332.0,0.00010791681503799933
333.0,0.00012333350340677158
334.0,0.00012333350340677158
335.0,0.00010791681503799933
336.0,0.00010791681503799933
337.0,0.00010791681503799933
338.0,0.00010791681503799933
339.0,0.00012333350340677158
340.0,0.00010791681503799933
341.0,0.00010791681503799933
342.0,0.00010791681503799933
343.0,0.00010791681503799933
344.0,0.00010791681503799933
345.0,0.00010791681503799933
346.0,0.00010791681503799933
347.0,0.00010791681503799933
348.0,9.250012630130836e-05
349.0,0.00010791681503799933
350.0,9.250012630130836e-05
351.0,0.00010791681503799933
352.0,9.250012630130836e-05
353.0,0.00010791681503799933
354.0,7.708343822226373e-05
355.0,7.708343822226373e-05
356.0,9.250012630130836e-05
357.0,9.250012630130836e-05
358.0,9.250012630130836e-05
359.0,9.250012630130836e-05
360.0,7.708343822226373e-05
361.0,7.708343822226373e-05
362.0,7.708343822226373e-05
363.0,9.250012630130836e-05
364.0,9.250012630130836e-05
365.0,9.250012630130836e-05
366.0,0.00010791681503799933
367.0,9.250012630130836e-05
368.0,9.250012630130836e-05
369.0,9.250012630130836e-05
370.0,9.250012630130836e-05
371.0,0.00010791681503799933
372.0,7.708343822226373e-05
373.0,7.708343822226373e-05
374.0,9.250012630130836e-05
375.0,9.250012630130836e-05
376.0,0.00010791681503799933
377.0,9.250012630130836e-05
378.0,0.00010791681503799933
379.0,9.250012630130836e-05
380.0,9.250012630130836e-05
381.0,0.00010791681503799933
382.0,0.00012333350340677158
383.0,0.00012333350340677158
384.0,0.00010791681503799933
385.0,9.250012630130836e-05
386.0,0.00010791681503799933
387.0,0.00010791681503799933
388.0,0.00010791681503799933
389.0,0.00010791681503799933
390.0,0.00010791681503799933
391.0,0.00010791681503799933
392.0,0.00012333350340677158
393.0,0.00010791681503799933
394.0,0.00012333350340677158
395.0,0.00010791681503799933
396.0,0.00012333350340677158
397.0,0.00012333350340677158
398.0,0.00012333350340677158
399.0,0.00012333350340677158
400.0,0.00010791681503799933
401.0,0.00010791681503799933
402.0,0.00010791681503799933
403.0,7.708343822226373e-05
404.0,0.00010791681503799933
405.0,0.00010791681503799933
406.0,0.00010791681503799933
407.0,0.00010791681503799933
408.0,0.00010791681503799933
409.0,0.00010791681503799933
410.0,0.00012333350340677158
411.0,0.00013819959580800058
412.0,0.00010791681503799933
413.0,0.00010791681503799933
414.0,0.00013819959580800058
415.0,0.00013819959580800058
416.0,0.00012333350340677158
417.0,0.00012333350340677158
418.0,0.00012333350340677158
419.0,0.00012333350340677158
420.0,0.00012333350340677158
421.0,0.00013819959580800058
422.0,0.00010791681503799933
423.0,0.00012333350340677158
424.0,0.00013819959580800058
425.0,0.00013819959580800058
426.0,0.00010791681503799933
427.0,0.00010791681503799933
428.0,0.00013819959580800058
429.0,0.00010791681503799933
430.0,0.00012333350340677158
431.0,0.00010791681503799933
432.0,0.00010791681503799933
433.0,0.00010791681503799933
434.0,0.00012333350340677158
435.0,0.00010791681503799933
436.0,9.250012630130836e-05
437.0,9.250012630130836e-05
438.0,9.250012630130836e-05
439.0,9.250012630130836e-05
440.0,0.00010791681503799933
441.0,0.00010791681503799933
442.0,0.00010791681503799933
443.0,9.250012630130836e-05
444.0,0.00010791681503799933
445.0,9.250012630130836e-05
446.0,9.250012630130836e-05
447.0,0.00010791681503799933
448.0,9.250012630130836e-05
449.0,0.00010791681503799933
450.0,0.00010791681503799933
451.0,9.250012630130836e-05
452.0,9.250012630130836e-05
453.0,0.00010791681503799933
454.0,0.00010791681503799933
455.0,0.00012333350340677158
456.0,0.00013819959580800058
457.0,0.00012333350340677158
458.0,0.00012333350340677158
459.0,0.00012333350340677158
460.0,0.00010791681503799933
461.0,0.00010791681503799933
462.0,0.00012333350340677158
463.0,0.00010791681503799933
464.0,0.00012333350340677158
465.0,0.00012333350340677158
466.0,0.00012333350340677158
467.0,0.00012333350340677158
468.0,0.00012333350340677158
469.0,0.00012333350340677158
470.0,0.00012333350340677158
471.0,0.00010791681503799933
472.0,0.00012333350340677158
473.0,0.00012333350340677158
474.0,0.00013819959580800058
475.0,0.00010791681503799933
476.0,0.00012333350340677158
477.0,0.00012333350340677158
478.0,9.250012630130836e-05
479.0,9.250012630130836e-05
480.0,0.00010791681503799933
481.0,0.00012333350340677158
482.0,0.00010791681503799933
483.0,0.00010791681503799933
484.0,9.250012630130836e-05
485.0,0.00010791681503799933
486.0,0.00012333350340677158
487.0,0.00010791681503799933
488.0,0.00012333350340677158
489.0,0.00010791681503799933
490.0,0.00012333350340677158
491.0,0.00012333350340677158
492.0,0.00012333350340677158
493.0,0.00012333350340677158
494.0,0.00012333350340677158
495.0,0.00012333350340677158
496.0,0.00013819959580800058
497.0,0.00012333350340677158
498.0,0.00012333350340677158
499.0,0.00013819959580800058
500.0,0.00013819959580800058
501.0,0.00013819959580800058
502.0,0.00013819959580800058
503.0,0.00013819959580800058
504.0,0.00012333350340677158
505.0,0.00012333350340677158
506.0,0.00012333350340677158
507.0,0.00010791681503799933
508.0,0.00012333350340677158
509.0,0.00010791681503799933
510.0,0.00010791681503799933
511.0,0.00010791681503799933
512.0,0.00010791681503799933
513.0,0.00010791681503799933
514.0,9.250012630130836e-05
515.0,0.00010791681503799933
516.0,9.250012630130836e-05
517.0,0.00021528304052326506
518.0,0.00010791681503799933
519.0,0.00010791681503799933
520.0,0.00010791681503799933
521.0,0.00012333350340677158
522.0,0.00010791681503799933
523.0,0.00012333350340677158
525.0,0.00012333350340677158
526.0,0.00012333350340677158
527.0,0.00010791681503799933
528.0,9.250012630130836e-05
529.0,9.250012630130836e-05
530.0,0.00010791681503799933
531.0,0.00012333350340677158
532.0,0.00012333350340677158
533.0,0.00010791681503799933
534.0,0.00010791681503799933
535.0,0.00012333350340677158
536.0,0.00012333350340677158
537.0,0.00012333350340677158
538.0,0.00010791681503799933
539.0,0.00010791681503799933
540.0,0.00010791681503799933
541.0,0.00010791681503799933
542.0,0.00010791681503799933
543.0,0.00010791681503799933
544.0,0.00010791681503799933
545.0,0.00010791681503799933
546.0,9.250012630130836e-05
547.0,0.00010791681503799933
548.0,0.00010791681503799933
549.0,0.00010791681503799933
550.0,0.00010791681503799933
551.0,9.250012630130836e-05
552.0,9.250012630130836e-05
553.0,9.250012630130836e-05
554.0,7.708343822226373e-05
555.0,9.250012630130836e-05
556.0,9.250012630130836e-05
557.0,7.708343822226373e-05
558.0,0.00010791681503799933
559.0,0.00010791681503799933
560.0,0.00012333350340677158
561.0,0.00012333350340677158
562.0,0.00012333350340677158
563.0,0.00012333350340677158
564.0,0.00012333350340677158
565.0,0.00010791681503799933
566.0,0.00012333350340677158
567.0,0.00012333350340677158
568.0,0.00010791681503799933
569.0,0.00010791681503799933
570.0,9.250012630130836e-05
571.0,0.00012333350340677158
572.0,0.00012333350340677158
573.0,0.00013819959580800058
574.0,0.00013819959580800058
575.0,0.00013819959580800058
576.0,0.00013819959580800058
577.0,0.00013819959580800058
578.0,0.00012333350340677158
579.0,0.00012333350340677158
580.0,0.00013819959580800058
581.0,0.00012333350340677158
582.0,0.00012333350340677158
583.0,0.00013819959580800058
584.0,0.00010791681503799933
585.0,0.00012333350340677158
586.0,0.00012333350340677158
587.0,0.00010791681503799933
588.0,0.00012333350340677158
589.0,0.00013819959580800058
590.0,0.00012333350340677158
591.0,0.00013819959580800058
592.0,0.00012333350340677158
593.0,0.00012333350340677158
594.0,0.00010791681503799933
595.0,0.00012333350340677158
596.0,0.00012333350340677158
597.0,0.00013819959580800058
598.0,0.00013819959580800058
599.0,0.00013819959580800058
600.0,0.00013819959580800058
601.0,0.00015361628446132646
602.0,0.00015361628446132646
603.0,0.00013819959580800058
604.0,0.00013819959580800058
605.0,0.00013819959580800058
606.0,0.00015361628446132646
607.0,0.00015361628446132646
608.0,0.00015361628446132646
609.0,0.00013819959580800058
610.0,0.00013819959580800058
611.0,0.00013819959580800058
612.0,0.00012333350340677158
613.0,0.00015361628446132646
614.0,0.00013819959580800058
615.0,0.00015361628446132646
616.0,0.00015361628446132646
617.0,0.00015361628446132646
618.0,0.00015361628446132646
619.0,0.00015361628446132646
620.0,0.00016903297325951595
621.0,0.00015361628446132646
622.0,0.00018444966220256884
623.0,0.00016903297325951595
624.0,0.00013819959580800058
625.0,0.00013819959580800058
626.0,0.00013819959580800058
627.0,0.00015361628446132646
628.0,0.00015361628446132646
629.0,0.00015361628446132646
630.0,0.00015361628446132646
631.0,0.00013819959580800058
632.0,0.00015361628446132646
633.0,0.00013819959580800058
634.0,0.00013819959580800058
635.0,0.00015361628446132646
636.0,0.00016903297325951595
637.0,0.00015361628446132646
638.0,0.00015361628446132646
639.0,0.00013819959580800058
640.0,0.00015361628446132646
641.0,0.00015361628446132646
642.0,0.00013819959580800058
643.0,0.00015361628446132646
644.0,0.00015361628446132646
645.0,0.00015361628446132646
646.0,0.00016903297325951595
647.0,0.00015361628446132646
648.0,0.00015361628446132646
649.0,0.00015361628446132646
650.0,0.00016903297325951595
651.0,0.00018444966220256884
652.0,0.00018444966220256884
653.0,0.00018444966220256884
654.0,0.00016903297325951595
655.0,0.00015361628446132646
656.0,0.00016903297325951595
657.0,0.00016903297325951595
658.0,0.00015361628446132646
659.0,0.00016903297325951595
660.0,0.00016903297325951595
661.0,0.00015361628446132646
662.0,0.00015361628446132646
663.0,0.00015361628446132646
664.0,0.00015361628446132646
665.0,0.00015361628446132646
666.0,0.00015361628446132646
667.0,0.00015361628446132646
668.0,0.00015361628446132646
669.0,0.00015361628446132646
670.0,0.00015361628446132646
671.0,0.00016903297325951595
672.0,0.00013819959580800058
673.0,0.00015361628446132646
674.0,0.00015361628446132646
675.0,0.00015361628446132646
676.0,0.00015361628446132646
677.0,0.00015361628446132646
678.0,0.00015361628446132646
679.0,0.00013819959580800058
680.0,0.00015361628446132646
681.0,0.00013819959580800058
682.0,0.00013819959580800058
683.0,0.00013819959580800058
684.0,0.00013819959580800058
685.0,0.00015361628446132646
686.0,0.00012333350340677158
687.0,0.00013819959580800058
688.0,0.00013819959580800058
689.0,0.00012333350340677158
690.0,0.00013819959580800058
691.0,0.00015361628446132646
692.0,0.00013819959580800058
693.0,0.00013819959580800058
694.0,0.00013819959580800058
695.0,0.00015361628446132646
696.0,0.00013819959580800058
697.0,0.00013819959580800058
698.0,0.00010791681503799933
699.0,0.00010791681503799933
700.0,0.00012333350340677158
701.0,0.00013819959580800058
702.0,0.00013819959580800058
703.0,0.00013819959580800058
704.0,0.00013819959580800058
705.0,0.00013819959580800058
706.0,0.00013819959580800058
707.0,0.00013819959580800058
708.0,0.00013819959580800058
709.0,0.00012333350340677158
710.0,0.00012333350340677158
711.0,0.00013819959580800058
712.0,0.00015361628446132646
713.0,0.00013819959580800058
714.0,0.00016903297325951595
715.0,0.00015361628446132646
716.0,0.00016903297325951595
717.0,0.00016903297325951595
718.0,0.00016903297325951595
719.0,0.00015361628446132646
720.0,0.00015361628446132646
721.0,0.00015361628446132646
722.0,0.00015361628446132646
723.0,0.00013819959580800058
724.0,0.00015361628446132646
725.0,0.00015361628446132646
726.0,0.00016903297325951595
727.0,0.00015361628446132646
728.0,0.00013819959580800058
729.0,0.00015361628446132646
730.0,0.00015361628446132646
731.0,0.00015361628446132646
732.0,0.00018444966220256884
733.0,0.00015361628446132646
734.0,0.00015361628446132646
735.0,0.00018444966220256884
736.0,0.00018444966220256884
737.0,0.00016903297325951595
738.0,0.00016903297325951595
739.0,0.00016903297325951595
740.0,0.00016903297325951595
741.0,0.00015361628446132646
742.0,0.00015361628446132646
743.0,0.00016903297325951595
744.0,0.00015361628446132646
745.0,0.00013819959580800058
746.0,0.00013819959580800058
747.0,0.00015361628446132646
748.0,0.00013819959580800058
749.0,0.00013819959580800058
750.0,0.00016903297325951595
751.0,0.00016903297325951595
752.0,0.00018444966220256884
753.0,0.00015361628446132646
754.0,0.00018444966220256884
755.0,0.00018444966220256884
756.0,0.00015361628446132646
757.0,0.00015361628446132646
758.0,0.00016903297325951595
759.0,0.00016903297325951595
760.0,0.00018444966220256884
761.0,0.00019986635129048527
762.0,0.00019986635129048527
763.0,0.00019986635129048527
764.0,0.00018444966220256884
765.0,0.00018444966220256884
766.0,0.00019986635129048527
767.0,0.00018444966220256884
768.0,0.00016903297325951595
769.0,0.00015361628446132646
770.0,0.00018444966220256884
771.0,0.00016903297325951595
772.0,0.00016903297325951595
773.0,0.00015361628446132646
774.0,0.00016903297325951595
775.0,0.00016903297325951595
776.0,0.00016903297325951595
777.0,0.00018444966220256884
778.0,0.00018444966220256884
779.0,0.00019986635129048527
780.0,0.00018444966220256884
781.0,0.00018444966220256884
782.0,0.00018444966220256884
783.0,0.00018444966220256884
784.0,0.00016903297325951595
785.0,0.00016903297325951595
786.0,0.00015361628446132646
787.0,0.00015361628446132646
788.0,0.00015361628446132646
789.0,0.00015361628446132646
790.0,0.00016903297325951595
791.0,0.00016903297325951595
792.0,0.0002923664893728952
793.0,0.00015361628446132646
794.0,0.00018444966220256884
795.0,0.00016903297325951595
796.0,0.00015361628446132646
797.0,0.00015361628446132646
798.0,0.00015361628446132646
799.0,0.00018444966220256884
800.0,0.00018444966220256884
801.0,0.00018444966220256884
802.0,0.00016903297325951595
803.0,0.00016903297325951595
804.0,0.00016903297325951595
805.0,0.00018444966220256884
806.0,0.00016903297325951595
807.0,0.00016903297325951595
808.0,0.00016903297325951595
809.0,0.00016903297325951595
810.0,0.00018444966220256884
811.0,0.00015361628446132646
812.0,0.00015361628446132646
813.0,0.00018444966220256884
814.0,0.00018444966220256884
815.0,0.00016903297325951595
816.0,0.00018444966220256884
817.0,0.00016903297325951595
818.0,0.00015361628446132646
819.0,0.00015361628446132646
820.0,0.00015361628446132646
821.0,0.00015361628446132646
822.0,0.00016903297325951595
823.0,0.00015361628446132646
824.0,0.00015361628446132646
825.0,0.00016903297325951595
826.0,0.00015361628446132646
827.0,0.00013819959580800058
828.0,0.00013819959580800058
829.0,0.00015361628446132646
830.0,0.00016903297325951595
831.0,0.00015361628446132646
832.0,0.00015361628446132646
833.0,0.00015361628446132646
834.0,0.00015361628446132646
835.0,0.00015361628446132646
836.0,0.00016903297325951595
837.0,0.00015361628446132646
838.0,0.00015361628446132646
839.0,0.00015361628446132646
840.0,0.00015361628446132646
841.0,0.00018444966220256884
842.0,0.00016903297325951595
843.0,0.00016903297325951595
844.0,0.00016903297325951595
845.0,0.00015361628446132646
846.0,0.0002461164194234146
847.0,0.00016903297325951595
848.0,0.00016903297325951595
849.0,0.00016903297325951595
850.0,0.00015361628446132646
851.0,0.00016903297325951595
852.0,0.00016903297325951595
853.0,0.00016903297325951595
854.0,0.00018444966220256884
855.0,0.00016903297325951595
856.0,0.00016903297325951595
857.0,0.00019986635129048527
858.0,0.00018444966220256884
859.0,0.00019986635129048527
860.0,0.00018444966220256884
861.0,0.00018444966220256884
862.0,0.00018444966220256884
863.0,0.00016903297325951595
864.0,0.00016903297325951595
865.0,0.00016903297325951595
866.0,0.00019986635129048527
867.0,0.00019986635129048527
868.0,0.00019986635129048527
869.0,0.00018444966220256884
870.0,0.00018444966220256884
871.0,0.00018444966220256884
872.0,0.00018444966220256884
873.0,0.00016903297325951595
874.0,0.00018444966220256884
875.0,0.00016903297325951595
876.0,0.00016903297325951595
877.0,0.00018444966220256884
878.0,0.00018444966220256884
879.0,0.00018444966220256884
880.0,0.00018444966220256884
881.0,0.00016903297325951595
882.0,0.00018444966220256884
883.0,0.00018444966220256884
884.0,0.00018444966220256884
885.0,0.00019986635129048527
886.0,0.00019986635129048527
887.0,0.00018444966220256884
888.0,0.00018444966220256884
889.0,0.00018444966220256884
890.0,0.00018444966220256884
891.0,0.00016903297325951595
892.0,0.00018444966220256884
893.0,0.00019986635129048527
894.0,0.00019986635129048527
895.0,0.00018444966220256884
896.0,0.00018444966220256884
897.0,0.00018444966220256884
898.0,0.00018444966220256884
899.0,0.00018444966220256884
900.0,0.00018444966220256884
901.0,0.00018444966220256884
902.0,0.00018444966220256884
903.0,0.00019986635129048527
904.0,0.00019986635129048527
905.0,0.00019986635129048527
906.0,0.00021528304052326506
907.0,0.00018444966220256884
908.0,0.00021528304052326506
909.0,0.00019986635129048527
910.0,0.00019986635129048527
911.0,0.00019986635129048527
912.0,0.00021528304052326506
913.0,0.00018444966220256884
914.0,0.00018444966220256884
915.0,0.00018444966220256884
916.0,0.00018444966220256884
917.0,0.00019986635129048527
918.0,0.00021528304052326506
919.0,0.00021528304052326506
920.0,0.00019986635129048527
921.0,0.00019986635129048527
922.0,0.00019986635129048527
923.0,0.00016903297325951595
924.0,0.00019986635129048527
925.0,0.00018444966220256884
926.0,0.00019986635129048527
927.0,0.00019986635129048527
928.0,0.00021528304052326506
929.0,0.00021528304052326506
930.0,0.00019986635129048527
931.0,0.00019986635129048527
932.0,0.00019986635129048527
933.0,0.0002306997299009082
934.0,0.00021528304052326506
935.0,0.00021528304052326506
936.0,0.00019986635129048527
937.0,0.00019986635129048527
938.0,0.00019986635129048527
939.0,0.00018444966220256884
940.0,0.00018444966220256884
941.0,0.00019986635129048527
942.0,0.00019986635129048527
943.0,0.00019986635129048527
944.0,0.00019986635129048527
945.0,0.00018444966220256884
946.0,0.00019986635129048527
947.0,0.00021528304052326506
948.0,0.0002306997299009082
950.0,0.00019986635129048527
951.0,0.00019986635129048527
952.0,0.00019986635129048527
953.0,0.00019986635129048527
954.0,0.00019986635129048527
955.0,0.00019986635129048527
956.0,0.00019986635129048527
957.0,0.00021528304052326506
958.0,0.00021528304052326506
959.0,0.00019986635129048527
960.0,0.00019986635129048527
961.0,0.00019986635129048527
962.0,0.00018444966220256884
963.0,0.00019986635129048527
964.0,0.00021528304052326506
965.0,0.00019986635129048527
966.0,0.0002306997299009082
967.0,0.00021528304052326506
968.0,0.00021528304052326506
969.0,0.00019986635129048527
970.0,0.00019986635129048527
971.0,0.00019986635129048527
972.0,0.00021528304052326506
973.0,0.00021528304052326506
974.0,0.00021528304052326506
975.0,0.00021528304052326506
976.0,0.00021528304052326506
977.0,0.00021528304052326506
978.0,0.0002306997299009082
979.0,0.00021528304052326506
980.0,0.0002306997299009082
981.0,0.00021528304052326506
